29,closed,reachspirit,1456199442.0,"['discussion', 'help wanted']",-1,1456200451.0
28,closed,cleebp,1456166053.0,"['discussion', 'Mar 1']",1456290000.0,1456346888.0
27,closed,effat,1456085261.0,"['design', 'enhancement']",-1,1456944490.0
26,closed,cleebp,1455738956.0,"['discussion', 'Mar 1']",1456981200.0,1457040462.0
25,closed,cleebp,1455735944.0,"['discussion', 'meeting']",1455685200.0,1455738519.0
24,closed,cleebp,1455735391.0,"['feature', 'in testing', 'Mar 1']",1456290000.0,1456341433.0
23,closed,reachspirit,1455599616.0,"['discussion', 'Mar 1']",1455685200.0,1455738496.0
22,closed,cleebp,1455305108.0,"['design', 'discussion', 'in progress']",1455685200.0,1455735477.0
21,closed,effat,1455136856.0,"['feature', 'in progress', 'Mar 1']",1456290000.0,1456342238.0
20,closed,reachspirit,1455136827.0,"['feature', 'in progress', 'Mar 1']",1456808400.0,1456692772.0
19,closed,cleebp,1455136756.0,"['feature', 'in progress', 'Mar 1']",1455685200.0,1455735462.0
18,closed,trueblue2704,1455136559.0,"['feature', 'in progress', 'Mar 1']",1456290000.0,1456342429.0
17,closed,effat,1455132906.0,[],-1,1455137498.0
16,closed,cleebp,1455037382.0,['discussion'],-1,1455136469.0
15,closed,trueblue2704,1454625089.0,"['discussion', 'Mar 1']",1455080400.0,1454625133.0
14,closed,reachspirit,1454625025.0,"['discussion', 'Mar 1']",1455080400.0,1455136845.0
13,closed,reachspirit,1454624918.0,"['discussion', 'Mar 1']",1455080400.0,1455136450.0
12,closed,reachspirit,1454624862.0,"['discussion', 'Mar 1']",1455080400.0,1455136453.0
11,closed,trueblue2704,1454621556.0,"['design', 'discussion', 'feature', 'Mar 1']",1456808400.0,1456692782.0
10,closed,effat,1454621500.0,[],-1,1454621540.0
9,closed,trueblue2704,1454621447.0,"['design', 'discussion', 'Mar 1']",1456808400.0,1456346928.0
8,closed,trueblue2704,1454621212.0,"['feature', 'help wanted', 'Mar 1']",1456808400.0,1455136798.0
7,closed,trueblue2704,1454620995.0,"['discussion', 'in progress', 'Mar 1']",1456808400.0,1455136794.0
6,closed,cleebp,1454350321.0,"['Feb 1', 'question']",1454302800.0,1454377299.0
5,closed,trueblue2704,1454128859.0,"['Feb 1', 'question']",1454302800.0,1454348515.0
4,closed,cleebp,1453672175.0,['Feb 1'],1454302800.0,1454377299.0
3,closed,reachspirit,1452823546.0,['Feb 1'],1454302800.0,1454377299.0
2,closed,cleebp,1452709106.0,['Feb 1'],1454302800.0,1454377299.0
1,closed,cleebp,1452638598.0,['Feb 1'],1454302800.0,1454377299.0
